id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
40928385,Classy Home with Character!,111647474,Carrie,,78703,30.29238,-97.75814,Private room,60,30,1,2020-02-06,0.06,1,144
40937364,Quintessential Austin Home,756569,Yvonne,,78744,30.17693,-97.76483,Entire home/apt,138,1,133,2021-05-30,16.63,1,295
40942081,Downtown/Whole Foods HQ - 2BR - Walk to Work Suite,11915652,Roel,,78703,30.27323,-97.75434,Entire home/apt,251,3,26,2021-06-06,5.91,2,99
40944891,Can't beat our 2 BEDROOM PRESIDENTIAL SUITE at Wyndham Austin with a rooftop pool overlooking the city lights!,67375456,ResortShare,,78701,30.27164,-97.74757,Entire home/apt,514,1,2,2020-08-28,0.12,4,306
40945856,Downtown Austin Modern in Iconic Travis Heights,3889374,Stacy,,78704,30.24673,-97.74244,Entire home/apt,990,7,2,2021-03-22,0.38,1,266
40980490,Classic Austin Charm | Bungalow | SOCO,52421414,Rodney,,78704,30.24692,-97.74871,Entire home/apt,107,30,5,2021-06-24,0.32,2,209
40994620,"Rad Room, Great Location!",169437892,Bri,,78733,30.34004,-97.86634,Private room,28,1,11,2020-01-29,0.62,1,0
41003773,"Wyndham Austin Resort in Austin, TX",246225955,Michael,,78701,30.27164,-97.74757,Entire home/apt,260,2,4,2021-06-09,0.63,4,44
41007562,Maison de ATX,98305442,Travis,,78744,30.16461,-97.76935,Entire home/apt,119,2,42,2020-10-23,2.27,1,0
41007718,Cozy Casita in North Central Austin,13008910,Alexandra,,78758,30.35794,-97.70672,Entire home/apt,65,2,5,2020-02-16,0.27,1,0
41022790,NEW Luxury Modern Home in Austin,108357789,Austin Home,,78752,30.33701,-97.70642,Entire home/apt,225,1,70,2021-07-08,48.84,1,79
41028923,Funky updated 2/2.5 condo in the ❤️ of Austin,3003303,Elisa,,78703,30.2749,-97.76192,Entire home/apt,195,28,2,2021-04-14,0.21,1,333
41030817,Bright + Stylish Downtown Loft | East 6th Street,88769927,Jason,,78702,30.26459,-97.73236,Entire home/apt,747,1,166,2021-06-30,9.31,9,309
41034032,"Sleek Condo, Self-Checkin, Washer/Dryer inside, A+",744383,William,,78757,30.35434,-97.73484,Entire home/apt,105,31,9,2021-04-30,7.50,3,264
41059273,"Private Room, Convenient Location, Free Wifi",51809476,Dao,,78758,30.35541,-97.71488,Private room,26,28,1,2020-03-22,0.06,9,0
41064875,Staycation House | Modern and Spacious,125094295,Laura,,78745,30.20396,-97.77698,Entire home/apt,865,3,30,2021-06-27,1.80,2,141
41082095,"Private Room, Bath close to Downtown & Airport",185317059,Anisha,,78744,30.20003,-97.7042,Private room,50,1,4,2020-03-08,0.23,3,0
41102834,"Cool Guest House | Near Downtown, UT | ACL | Parks",39562007,Dexter,,78722,30.28993,-97.72169,Entire home/apt,130,4,22,2021-07-06,1.26,1,5
41105919,"Dog-friendly, two story condo w/deck and outdoor dining area -near downtown",201127651,Vacasa Texas,,78752,30.33903,-97.71454,Entire home/apt,234,2,8,2021-05-31,0.46,5,353
41113598,Great value for UT and Downtown stay,317699978,Gloria,,78705,30.29341,-97.74253,Entire home/apt,78,1,19,2021-01-18,1.51,2,36
41130108,Château Paris-Brest Main House near Dowtown Austin,71280644,Vi,,78702,30.27497,-97.71863,Entire home/apt,2214,2,1,2020-10-18,0.11,9,0
41130802,Austin 1BR Prime 8th St. W/Rooftop Pool/Hot tub,303719667,Ash,,78701,30.27126,-97.7466,Entire home/apt,799,3,0,,,2,0
41131785,Austin 2BR 8th Street Prime Dwntn w/rooftop pool,303719667,Ash,,78701,30.27056,-97.74729,Entire home/apt,799,3,0,,,2,4
41144459,great grg apt minutes from UT campus/downtown,5180945,Lani,,78702,30.27616,-97.72895,Entire home/apt,200,1,8,2020-03-11,0.45,1,0
41167666,"Modern 2/2 with King Size, Rooftop Pool, Gym",5059228,Haley And Raul,,78745,30.21663,-97.76601,Entire home/apt,228,60,0,,,3,365
41177351,Spacious Condo next to Zilker Park - 9mins to DT,60125387,Steve Otega,,78746,30.2662,-97.78663,Entire home/apt,197,1,8,2021-07-04,2.67,1,345
41179263,Modern Hyde Park Cabana - Pool & Hot Tub,322832318,Lauren,,78751,30.30765,-97.71874,Entire home/apt,250,2,1,2020-02-16,0.06,1,0
41181939,Quiet 1 Bedroom close to downtown,20698862,Van,,78754,30.35661,-97.64973,Private room,50,7,0,,,1,179
41182050,Come be our roommate for a month!,9595134,Jay,,78758,30.36049,-97.70991,Private room,40,28,1,2021-04-04,0.31,3,0
41196472,Rambouillet - Private Room near Downtown Austin,71280644,Vi,,78702,30.27616,-97.71914,Private room,120,1,0,,,9,0
41211499,Downtown Retreat @ Casa Nueces IV,140665257,Priya,,78701,30.27967,-97.74494,Entire home/apt,108,1,41,2021-07-05,2.30,4,96
41213255,Unique A Frame in Hill Country of Austin,316964548,Diana,,78734,30.37397,-97.91763,Entire home/apt,72,2,1,2020-01-12,0.06,1,0
41214714,Spacious 2Br/2Bth-Downtown View-In Heart of Austin,293668799,Rigo,,78704,30.25645,-97.74695,Entire home/apt,491,2,2,2020-02-23,0.12,1,0
41214882,Charming Urban Bungalow in Hip East Austin,3248442,Shannon,,78722,30.28517,-97.70678,Entire home/apt,90,2,3,2020-03-15,0.18,1,0
41218814,Paris - Private Room near Downtown Austin,71280644,Vi,,78702,30.27426,-97.72001,Private room,120,1,0,,,9,0
41229681,WanderJaunt | Ellie | 1BR | East Riverside,104309976,WanderJaunt,,78741,30.24216,-97.72457,Entire home/apt,97,1,25,2021-07-04,4.52,142,256
41232452,"⚡️Large Duplex, Eastside Gem 💎 2 Masters suites!",41710101,Jason,,78721,30.28038,-97.68429,Entire home/apt,789,2,2,2020-08-30,0.19,1,96
41233547,"Spacious, Modern Oasis in Hip, Urban East Austin",12147251,Nicole,,78721,30.27148,-97.69668,Entire home/apt,400,3,3,2020-11-29,0.19,1,160
41234752,Montopolis Views,4543072,Jennifer,,78741,30.24242,-97.69109,Entire home/apt,120,45,0,,,2,0
41236364,WanderJaunt | Dinsdale | 2BR | East Riverside,104309976,WanderJaunt,,78741,30.24041,-97.72418,Entire home/apt,114,1,35,2021-06-06,1.93,142,260
41241309,"Industrial Style Studio- Austin, Texas",194564834,Ashley,,78701,30.2719,-97.74668,Entire home/apt,174,2,1,2020-08-28,0.10,1,0
41242072,Cozy private apartment in Central Austin.,206526472,Julie,,78757,30.3388,-97.73221,Entire home/apt,87,2,45,2021-05-30,5.23,1,101
41242832,2 Bedrooms in Spacious Shared East Austin Home,323797845,Bradley,,78724,30.26084,-97.58868,Private room,60,2,8,2020-04-01,0.47,1,65
41248563,Private Bedroom In Desirable Tarrytown House.,91724497,James,,78703,30.29164,-97.76239,Private room,20,60,0,,,1,0
41255598,Austin artists sunny 2/2 home 5 mins from downtown,50472607,Madison,,78741,30.24191,-97.73137,Entire home/apt,150,2,4,2020-03-19,0.22,1,0
41259213,Room in Cute SOCO condo,58100569,Cynthia,,78704,30.24786,-97.74655,Private room,80,2,1,2020-02-17,0.06,2,0
41263798,Mats Pad - Close to Rainey Street,118565935,Renters Club,,78702,30.25767,-97.73567,Entire home/apt,830,1,32,2021-07-05,1.89,74,293
41276601,"CENTRAL ATX, MINUTS TO DT & UT, KING BEDS, 16+ PPL",324174367,Rita,,78751,30.29617,-97.72113,Entire home/apt,189,1,55,2021-06-23,18.75,1,293
41288109,Château Paris-Brest BH near Downtown Austin,71280644,Vi,,78702,30.2747,-97.72086,Entire home/apt,900,1,0,,,9,0
41289272,1 room for rent shared with large house.,145248072,Francis,,78753,30.38961,-97.66556,Private room,30,1,13,2020-03-15,0.76,2,6
41292414,Steve McQueen Penthouse - You are the King of Cool,73424847,Frank,,78751,30.30438,-97.72208,Entire home/apt,500,30,43,2021-06-20,2.54,2,340
41315877,Private Bedroom in Eastside House near downtown,319757635,Gabriella,,78702,30.27373,-97.72413,Private room,81,1,20,2021-05-30,1.17,1,0
41316682,The Brass House - Cozy 1 Bedroom w/ Garage & Pool,10372908,Audrey,,78741,30.23246,-97.70055,Entire home/apt,104,1,0,,,1,0
41316748,Spacious Central East Side Bungalow for 2!,201115535,Carrie,,78702,30.25579,-97.72012,Entire home/apt,155,30,0,,,2,0
41319545,Cozy cute room boho chic house,231025286,Megan,,78705,30.29553,-97.72949,Private room,43,2,0,,,1,0
41324926,Private room and bath in clean nice home,34223871,Andrea Gladys,,78744,30.18606,-97.69309,Private room,60,1,1,2021-05-31,0.75,1,88
41327889,Tinténiac - Private Room near Downtown Austin,71280644,Vi,,78702,30.2747,-97.71852,Private room,120,1,0,,,9,0
41332040,Beautiful Home Near Downtown Austin and Airport,5834228,Leo,,78744,30.20119,-97.69408,Entire home/apt,232,1,65,2021-07-04,4.97,12,12
41346926,★ Perfect Work & Play Sanctuary Near Downtown ★,238137101,Jackie,,78741,30.23495,-97.73636,Entire home/apt,400,3,21,2021-06-21,2.00,1,290
41356269,Fougères - Private Room near Downtown Austin,71280644,Vi,,78702,30.27478,-97.72082,Private room,120,1,1,2020-02-16,0.06,9,0
41375869,Private Room in Bohemian South Austin Home,52987986,Meg,,78748,30.18193,-97.81807,Private room,48,1,7,2021-04-04,0.55,1,122
41376736,Newly Built Modern Pied-à-Terre II,8282468,John,,78723,30.29833,-97.69612,Entire home/apt,199,2,23,2021-07-05,1.36,1,69
41378430,"Wyndham Austin-1, 2 bdrm Suites INQUIRY ONLY",21542226,Elise,,78701,30.27247,-97.74869,Private room,275,3,15,2021-05-02,0.86,1,14
41398042,✵Rare find✵Newly Remodeled Hyde Park bungalow,16140809,Kim,,78751,30.30254,-97.73451,Entire home/apt,215,1,0,,,1,0
41399524,Cozy East Austin Bungalow,87386432,Karmella,,78702,30.27327,-97.72134,Entire home/apt,89,2,0,,,1,0
41405684,"Clean, Cozy Apartment 10 min from Downtown",27540427,Mac,,78741,30.2331,-97.73795,Entire home/apt,199,2,8,2021-06-19,0.49,1,166
41407990,Private bedroom and private bathroom,290777517,Isaie,,78728,30.45627,-97.68575,Private room,35,15,1,2020-06-11,0.08,1,315
41426630,Perfect home base to explore Austin!,18589253,Will,,78702,30.26564,-97.71964,Private room,89,2,16,2021-06-20,0.90,2,59
41429007,Walk to UT Campus and the Pub with Parking,325069880,Austin - Austin Vacay,,78705,30.2936,-97.73467,Entire home/apt,77,1,116,2021-07-04,8.33,2,8
41434469,Contemporary East Austin Place! Walk to UT & E 6th,326009488,James,,78702,30.27331,-97.72809,Entire home/apt,678,3,20,2021-04-06,1.20,2,146
41450800,WanderJaunt | Nimitz | 1BR | East Riverside,104309976,WanderJaunt,,78741,30.24114,-97.72461,Entire home/apt,91,1,33,2021-06-05,1.84,142,243
41453949,WanderJaunt | Milam | 1BR | East Riverside,104309976,WanderJaunt,,78741,30.2425,-97.72308,Entire home/apt,110,1,20,2021-01-03,1.19,142,255
41454096,Extraordinary House in the Heart of East Austin,18589253,Will,,78702,30.2638,-97.7195,Entire home/apt,499,3,0,,,2,86
41454119,East Side Oasis|Walk to 6th Street,16678091,Elizabeth,,78702,30.26498,-97.71349,Entire home/apt,300,2,0,,,1,0
41455324,Spacious Renovated Home close to Downtown Austin,326227374,Reagan,,78744,30.19862,-97.72865,Entire home/apt,175,3,0,,,1,0
41456573,Cozy East Side Cottage- Minutes to Downtown Austin,7567467,Chalu,,78702,30.27911,-97.71662,Entire home/apt,125,7,3,2021-03-31,0.19,8,28
41457404,Duplex in quiet South Austin neighborhood.,89832297,Jesus,,78745,30.21002,-97.81461,Entire home/apt,70,2,2,2020-01-12,0.11,2,67
41459282,WanderJaunt | Braune | 1BR | East Riverside,104309976,WanderJaunt,,78741,30.24051,-97.72436,Entire home/apt,110,1,16,2021-06-02,1.02,142,253
41459322,"Spacious home with no carpet,  lots of room,",153290850,Abie,,78758,30.36907,-97.70695,Shared room,48,2,0,,,1,90
41460152,Spacious Crestview House close to everything!,10374845,Jason,,78757,30.3392,-97.72293,Entire home/apt,145,31,4,2021-05-28,0.52,1,124
41460272,Comfy Master Room(1)  Near Downtown Austin&Airport,5834228,Leo,,78744,30.19953,-97.69447,Private room,42,1,74,2021-07-06,4.83,12,9
41460275,Comfy Room (2) Near Downtown Austin and Airport,5834228,Leo,,78744,30.2015,-97.69243,Private room,39,1,69,2021-06-24,5.40,12,9
41460276,Comfy Room (3) Near Downtown Austin and Airport,5834228,Leo,,78744,30.20095,-97.69259,Private room,39,1,78,2021-07-06,11.47,12,9
41477778,"E. Austin Modern Retreat, Walk to Rainey & Dwntwn!",542929,Krista,,78702,30.25303,-97.72166,Entire home/apt,200,3,12,2021-07-03,0.70,1,0
41498970,5 min DT/E Austin/Rainey/S Congress | 2 min River,5020101,Jason,,78741,30.24026,-97.73211,Entire home/apt,1242,2,6,2021-07-05,0.37,1,64
41503537,Beautiful and Spacious 1BR/1 Bath Apartment,326781313,Pamela,,78758,30.3979,-97.72292,Entire home/apt,175,2,0,,,1,0
41511557,Super Spacious Home in the Middle of Everything,25405315,Daniel,,78741,30.22491,-97.69363,Entire home/apt,259,1,27,2021-07-05,27,3,220
41512277,Cozy Home Near Downtown Austin and Airport,5834228,Leo,,78744,30.20012,-97.69367,Entire home/apt,232,1,2,2021-05-31,0.12,12,2
41523656,Modern Spacious Apartment w/ Balcony - 10min to DT,62890451,Erin,,78757,30.34007,-97.71887,Entire home/apt,65,2,9,2020-09-30,0.52,1,0
41532620,"COZY 1BR, 1Bath Apt. 15 mins from Downtown",3474733,Su,,78736,30.23129,-97.88313,Entire home/apt,75,3,4,2020-03-26,0.23,1,0
41534041,SXSW.Industrial chic 2br/2ba Apartment.Downtown,17937989,Cristobal,,78701,30.2669,-97.74627,Entire home/apt,600,3,0,,,1,0
41534203,"Bedroom in Bright, Artsy House in North Austin",327161344,Sea,,78758,30.37203,-97.70576,Private room,35,3,1,2020-02-16,0.06,1,6
41535633,"Sunny, simple oasis 15 min from Downtown",17831493,Heaven,,78721,30.27341,-97.67938,Private room,65,1,2,2020-01-19,0.11,1,0
41553184,Lake Austin Waterfront with Volleyball and Kayaks,29133319,Shelly,,78732,30.32816,-97.92944,Entire home/apt,356,2,38,2021-07-04,2.30,1,261
41558251,Airy 3 Bdrm House near Mueller - Avail Feb Only,8584436,Elizabeth,,78723,30.30947,-97.69116,Entire home/apt,80,6,1,2020-02-24,0.06,1,0
41561413,Panoramic Hill Country Studio Cottage,305273836,Cary,,78734,30.34352,-97.95655,Entire home/apt,104,2,119,2021-07-05,6.81,2,74
41564642,"Club Wyndham Austin, 2 Bedroom Presidential Suite",194953121,Christian,,78701,30.27061,-97.74777,Entire home/apt,1048,3,0,,,36,0
41565969,Carhaix - Private Room near Downtown Austin,71280644,Vi,,78702,30.27401,-97.71999,Private room,225,1,0,,,9,0
41566596,Brest - Private Room near Downtown Austin,71280644,Vi,,78702,30.27428,-97.71933,Private room,225,1,0,,,9,0
41582780,45th Floor Residence in Austin's Newest High Rise,299700769,Val & Ryan,,78701,30.26707,-97.75185,Entire home/apt,155,180,0,,,3,220
41591950,Contemporary + ❤  Austin |4 BD|Mins to DT,120567716,Elizabeth,,78723,30.30337,-97.68794,Entire home/apt,316,3,27,2021-06-27,1.66,3,133
41593101,Mid-Century Modern in the Middle of it All 2/1,11063837,Carrie,,78704,30.23789,-97.7677,Entire home/apt,114,2,8,2021-06-27,0.47,4,3
41617857,Hike or Bike Shoal Creek Trail to Downtown with Parking,326151129,Austin - Austin Vacay,,78703,30.30753,-97.75404,Entire home/apt,92,1,68,2021-07-06,3.90,2,356
41618046,"Bouldin Creek Beauty | Walk to SoCo, S 1st, Lamar!",109638288,TurnKey Vacation Rentals,,78704,30.25258,-97.75474,Entire home/apt,348,2,1,2021-06-13,1,74,218
41621746,3/2.5 Townhome/or Master BR/Bath @NE Central ATX!!,407367,Valerie,,78752,30.32336,-97.68429,Private room,114,2,0,,,1,0
41637187,*Rare Find* Near SWSW Events/Cozy Condominium,58375575,Nallely,,78751,30.31827,-97.70889,Entire home/apt,99,2,19,2021-06-04,1.09,1,76
41637658,Beautiful Modern Home Close to Airport & Downtown,11564257,Dariella,,78741,30.22737,-97.69622,Entire home/apt,230,2,11,2021-07-05,1.63,1,20
41660040,Cozy 3/1 Bungalow Home with large private backyard,12197907,Daniel,,78745,30.22178,-97.78497,Entire home/apt,120,28,0,,,2,0
41661557,Charming Travis Heights Studio Close To Everything,1508253,Matt,,78704,30.24913,-97.73765,Entire home/apt,135,2,3,2020-02-24,0.17,1,0
41662125,Central Clarksville Home - Close to Everything!,328746593,Katherine,,78703,30.28322,-97.75949,Entire home/apt,750,1,0,,,1,0
41669601,"Pres. 1 BR Ste for Mother's Day Weekend-Austin, TX",328867995,David,,78701,30.27224,-97.74837,Private room,299,2,0,,,1,0
41682653,"4bd/ 3bth home, 10 ppl, 5mi to Airpt, 5mi to Dt",198644845,Lex,,78745,30.21452,-97.81138,Entire home/apt,229,2,66,2021-07-05,3.73,1,138
41687972,East Austin | 4 BR | Sleeps 11 | Patio + Backyard,328704272,Dustin,,78702,30.26951,-97.7034,Entire home/apt,281,2,59,2021-07-07,3.43,2,226
41688983,Relax in a Modern Guest House in East Austin,11243030,Bernard,,78721,30.28213,-97.6971,Entire home/apt,102,2,9,2020-11-03,0.52,1,0
41692584,ATX Cozy and comfortable apartment.,323798409,Edwin & Rebecca,,78745,30.20633,-97.78932,Entire home/apt,98,2,11,2021-05-24,0.65,1,164
41692688,Southwest overlook,329168772,Beatrice,,78737,30.2174,-97.97179,Entire home/apt,197,2,26,2021-06-27,1.62,1,162
41693961,Historic Home In Hyde Park- Room B  Gents Only BBC,224981816,Arsalan,,78751,30.32104,-97.71837,Private room,62,3,3,2021-05-30,0.17,2,356
41706632,Cottage on Hemphill Park,9907906,Lara,,78705,30.29942,-97.73815,Entire home/apt,90,30,5,2021-05-31,0.53,2,200
41708281,Downtown Austin 1 Bed/1 Bath,6376090,Daniel,,78701,30.2691,-97.73975,Entire home/apt,89,30,6,2021-06-05,0.66,1,155
41714659,Cute Apartment just west of Downtown!,85182342,Rebecca,,78703,30.2858,-97.77063,Entire home/apt,150,1,0,,,1,0
41716571,Hill Country Luxury Home - 15 min to Downtown,104667154,Evan,,78731,30.33279,-97.77735,Entire home/apt,800,2,6,2021-05-22,0.37,1,6
41721045,**Modern Clarksville Apartment close to Downtown**,11918937,Peni,,78703,30.28098,-97.75621,Entire home/apt,171,2,1,2020-03-12,0.06,1,135
41726188,AMAZING DOWNTOWN 1BDR,329519772,Taron,,78701,30.26915,-97.74824,Entire home/apt,320,1,0,,,1,90
41740452,House near the domain,166103860,Karim,,78758,30.39416,-97.70122,Entire home/apt,200,1,1,2020-10-18,0.11,1,179
41741178,"Austin Staycation, City Center, Parking Included!",12355671,Transitions,,78701,30.26573,-97.74744,Entire home/apt,199,30,2,2020-09-06,0.19,15,0
41743605,"Club Wyndham Austin, Texas, 1 Bedroom Deluxe Suite",194953121,Christian,,78701,30.27247,-97.74653,Entire home/apt,839,3,0,,,36,307
41743876,Beautiful Condo Heart Of SOCO,7025232,Sebastian,,78745,30.21089,-97.77318,Entire home/apt,221,3,0,,,1,89
41748157,Jester King Inn Ruby Cabin,329765901,Tipping,,78737,30.23155,-97.99904,Entire home/apt,229,2,29,2021-06-27,2.31,5,327
41748472,Jester King Inn Bunting Cabin,329765901,Tipping,,78737,30.23124,-97.99979,Entire home/apt,116,1,45,2021-07-05,45,5,335
41748571,Jester King Inn Coyote Cabin,329765901,Tipping,,78737,30.23156,-97.99985,Entire home/apt,211,2,26,2021-07-04,2.07,5,340
41749840,Easy casual living,45529927,Natalie,,78703,30.27559,-97.76118,Entire home/apt,196,2,3,2021-04-05,0.18,1,20
41749963,🌇 Wyndham Austin 1BR DX,253504072,Joong,,78701,30.27269,-97.74698,Private room,211,4,1,2020-11-01,0.12,2,0
41754937,Habitación privada,329838909,Sindy Paloma,,78753,30.39972,-97.65754,Private room,40,1,0,,,1,173
41762179,Kesten's Guest Bedroom II (with free bike),41545628,Kesten,,78702,30.27051,-97.71483,Private room,34,30,5,2021-07-01,0.29,4,75
41765831,Wyndham/Worldmark Austin- 1 bedroom sleeps 4,31214940,Scott,,78701,30.27164,-97.74757,Entire home/apt,218,2,0,,,6,0
41766343,Wyndham/Worldmark Austin- 1 bedroom sleeps 4,31214940,Scott,,78701,30.27164,-97.74757,Entire home/apt,218,2,0,,,6,0
41769044,Jester King Inn Bobcat Cabin,329765901,Tipping,,78737,30.23087,-97.99976,Entire home/apt,121,2,28,2021-06-24,2.07,5,341
41769332,Private Queen bedroom shared bath $12 cleaning,329980153,Manuel,,78704,30.25139,-97.74019,Private room,35,1,0,,,1,0
41769905,Jester King Inn Dillo Cabin,329765901,Tipping,,78737,30.23282,-97.99881,Entire home/apt,114,2,16,2021-07-05,1.88,5,341
41771363,"Lakeside in Austin's Hollywood Hills, 10 min to DT",4912146,Deacon,,78746,30.30079,-97.7907,Entire home/apt,218,2,26,2021-05-23,1.57,20,107
41772133,2 Bedroom Downtown High-Rise Suite with View,14618819,Brad,,78701,30.27164,-97.74757,Entire home/apt,564,2,0,,,3,362
41774416,Cool In Aug So of River ATX. Very Pet Friendly!!,42418328,Carol,,78704,30.25898,-97.77586,Entire home/apt,128,3,21,2021-06-12,1.25,3,70
41775668,Large private rooms S. Austin easy Downtown access,32547054,Qaashif,,78744,30.15065,-97.72247,Private room,238,2,0,,,1,0
41777571,WorldMark Austin - 1 Bedroom,262977661,At Home,,78701,30.27063,-97.74653,Entire home/apt,153,2,0,,,6,59
41791523,"Modern 2 Bed, 2 Bath in North Central Austin!",5870549,Lauren,,78751,30.31987,-97.7109,Entire home/apt,78,1,1,2020-12-27,0.15,2,0
41793922,"Cozy Club Wyndham Austin, 1 Bedroom Deluxe Suite",194953121,Christian,,78701,30.27055,-97.74857,Entire home/apt,839,2,0,,,36,307
41794019,Lake Travis Villa with Hot Tub - sleeps 16 | Professionally Cleaned + Hosted By GuestSpaces,138398089,GuestSpaces,,78734,30.39189,-97.91929,Entire home/apt,936,2,22,2021-06-20,5.28,30,150
41796207,Austin Oasis,330232997,Karen,,78739,30.18722,-97.8688,Entire home/apt,279,3,16,2021-05-11,0.97,1,235
41801106,Hill Country views in the heart of East Austin,53602699,Richard,,78702,30.2724,-97.70297,Entire home/apt,169,3,2,2020-02-09,0.11,1,0
41802511,Adventure streaming 💫💫,53563031,Caitlin,,78758,30.35845,-97.71131,Entire home/apt,85,1,155,2021-06-24,41.15,1,360
41803079,(NEW) Exclusive  Property in Prime Location,330306591,David,,78702,30.269384,-97.726753,Entire home/apt,961,2,4,2021-06-07,2.40,1,176
41803585,WorldMark Austin - 1 Bedroom,262977661,At Home,,78701,30.27212,-97.74643,Entire home/apt,153,2,1,2020-02-06,0.06,6,59
41806973,Luxurious River-View Home with Private Pool & Spa,109638288,TurnKey Vacation Rentals,,78734,30.38384,-97.92108,Entire home/apt,483,2,58,2021-07-05,3.62,74,247
41819774,Brand New!!   Glamping at its finest!!,274009641,Tad,,78736,30.23764,-97.97828,Entire home/apt,175,2,49,2021-06-27,8.86,4,339
41819825,"""Beautiful Texas Hill Country escape!!"" NEW!!",274009641,Tad,,78736,30.23799,-97.97775,Entire home/apt,175,2,44,2021-07-05,5.16,4,321
41822449,Comfortable East Austin Private Room,13027776,Lauren,,78725,30.23102,-97.59546,Private room,31,3,9,2021-05-31,0.52,2,39
41824258,WALKING DISTANCE TO ACL Pet Friendly Condo w/Pool,11636067,Taylor,,78704,30.25543,-97.76509,Private room,89,1,8,2021-04-26,0.68,1,17
41824691,Cozy home with backyard and outdoor shower,9575202,Begum,,78744,30.1904,-97.74721,Entire home/apt,236,7,11,2021-06-27,1.40,1,354
41828795,Location Location Location!!! Perfect Austin Home,1523587,Dallas,,78704,30.24851,-97.75044,Entire home/apt,775,3,4,2020-11-15,0.39,19,0
41834359,SXSW specialCondo ATX 2Bd/2Ba King/Queen Wyndham,195403706,Cee,,78701,30.27202,-97.74758,Private room,444,1,0,,,1,0
41835960,1Bed/1Bath Private Suite with Laundry,154595806,Heidi,,78753,30.388,-97.66096,Entire home/apt,54,15,13,2021-06-21,0.79,1,62
41837085,Urban Tree House,68015573,Trish,,78751,30.32139,-97.72256,Entire home/apt,100,4,21,2021-06-20,1.24,1,91
41857763,Guest Room in Central East Austin Bungalow,330906430,Savannah,,78702,30.2725,-97.72207,Private room,75,1,6,2020-03-02,0.36,1,0
41859570,South Austin Tiny Cabin,234862684,Connie,,78736,30.2358,-97.92589,Entire home/apt,81,1,90,2021-07-07,23.68,1,163
41860583,South Congress 3BR/2BA Home for SXSW Austin,2761723,Michael,,78704,30.23589,-97.75221,Entire home/apt,590,4,0,,,1,0
41874547,█ Skyline Townhome+Rooftop | Downtown| 6th Street!,814883,Kristen,,78702,30.26651,-97.73211,Entire home/apt,694,2,10,2021-06-20,1.97,12,304
41877876,"Expansive East Sider w/ 2 Master Retreats, Back Patio, + Yard | Professionally Cleaned + Hosted By GuestSpaces",138398089,GuestSpaces,,78702,30.27732,-97.71597,Entire home/apt,682,2,19,2021-06-20,1.44,30,322
41880363,Paint Box,72530796,Jana,,78702,30.26846,-97.70074,Entire home/apt,185,2,1,2021-05-29,0.73,1,89
41882607,Swizzy South Austin Oasis,144573417,Miranda,,78745,30.22261,-97.79115,Private room,125,2,6,2021-06-20,0.37,1,273
41882776,Cozy oasis with bonus loft and wfh setup,40238445,Emily,,78749,30.21769,-97.8639,Entire home/apt,200,2,13,2021-05-31,1.00,1,0
41886949,The School House - 5 minutes to downtown Austin!,118565935,Renters Club,,78704,30.25608,-97.75685,Entire home/apt,3330,1,0,,,74,188
41887823,"Master suite with sun room, balcony & kitchenette",6203624,Archie,,78753,30.34346,-97.69051,Entire home/apt,50,30,4,2021-06-03,0.39,1,279
41889395,"*BIG* Private Backyard! Coffee & America, Y'all",34278943,Courtney,,78741,30.22895,-97.69704,Entire home/apt,263,2,51,2021-07-05,4.84,1,7
41904069,Cozy East ATX Getaway,35405427,Lawrence,,78724,30.2882,-97.64492,Entire home/apt,302,2,39,2021-07-04,7.31,1,165
41905240,Live Oak Lodge,152608759,Tracey,,78749,30.22063,-97.89305,Entire home/apt,2258,3,2,2021-04-25,0.58,11,307
41905261,Charming bungalow in trendy East Austin!,2463926,Robyn,,78721,30.27742,-97.69183,Entire home/apt,104,2,8,2021-05-25,0.59,2,6
41905296,Stepping Rock,152608759,Tracey,,78737,30.21845,-97.94836,Entire home/apt,2235,3,2,2021-06-16,1.36,11,284
41905528,Westlake Craftsman,152608759,Tracey,,78746,30.26993,-97.80952,Entire home/apt,999,3,4,2021-04-18,0.64,11,207
41909380,Prime location near Downtown,26705983,Chelsea,,78704,30.23743,-97.74063,Entire home/apt,62,1,8,2021-05-09,0.48,1,84
41924076,"Springwoods Home in Austin, with 3BR, 2BA, Parking",35313372,Luis G.,,78729,30.4497,-97.77751,Entire home/apt,97,30,7,2021-05-15,0.63,4,17
41926490,Stylish 1x1 in South Austin!,114023820,Hunter,,78704,30.22983,-97.77576,Entire home/apt,92,2,43,2021-06-23,5.68,10,52
41928966,Quiet suburban 3/2 home,48078622,Brenda,,78748,30.15126,-97.84899,Entire home/apt,300,2,0,,,2,14
41929618,Hyde Park Cottage,7796090,Rebecca,,78751,30.30881,-97.71455,Entire home/apt,90,2,0,,,1,0
41932496,Austin Private Room on the Creek,228925504,Lily,,78704,30.24561,-97.77063,Private room,41,31,0,,,1,0
41933040,WanderJaunt | Carbon | 1BR | North Austin,104309976,WanderJaunt,,78758,30.37504,-97.71688,Entire home/apt,120,1,16,2021-04-10,0.92,142,192
